CATEGORIES,COLOR,Sum of MAX,METRIC,TEAM,TOURNAMENT,URL LOGO,Sum of VALUE
DISTRIBUTIONS,#4ACFD3,100,CROSSES,Ecuador,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/nun1o8jC-IPF97VQ3.png,11
DISTRIBUTIONS,#4ACFD3,100,CROSSES,Egypt,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/SKagcEU0-tY1cOGyQ.png,11.33
DISTRIBUTIONS,#4ACFD3,100,CROSSES,Panama,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/WYjftaA6-6yXdouA1.png,21
DISTRIBUTIONS,#4ACFD3,100,CROSSES,Senegal,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/xORbTVT0-lQcLqf4g.png,14
DISTRIBUTIONS,#4ACFD3,100,CROSSES,Turkey,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/OIr3e18k-Cfuwb3yH.png,17.33
DISTRIBUTIONS,#4ACFD3,100,CROSSES,United States,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/xfxMId8k-MPdHoKT3.png,10.33
DISTRIBUTIONS,#4ACFD3,100,CROSSES,Uruguay,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/pvtmslhT-WdZ4jMrq.png,17.33
DISTRIBUTIONS,#4ACFD3,100,"CROSSES ACCURATE, %",Algeria,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/A9ccQtU0-YFbDUeTh.png,13.33
DISTRIBUTIONS,#4ACFD3,100,"CROSSES ACCURATE, %",Belgium,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/AqUnTDAN-dtrVaP64.png,34.69
DISTRIBUTIONS,#4ACFD3,100,"CROSSES ACCURATE, %",Cabo Verde,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/vRSce5lC-GvK8wiCN.png,11.76
DISTRIBUTIONS,#4ACFD3,100,"CROSSES ACCURATE, %",Canada,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/0U0WjVkl-EqLGVN18.png,26.090000000000003
DISTRIBUTIONS,#4ACFD3,100,"CROSSES ACCURATE, %",Colombia,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/Y70aXOTH-C6kVdO5F.png,26.669999999999998
DISTRIBUTIONS,#4ACFD3,100,"CROSSES ACCURATE, %",Ecuador,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/nun1o8jC-IPF97VQ3.png,27.27
DISTRIBUTIONS,#4ACFD3,100,"CROSSES ACCURATE, %",Egypt,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/SKagcEU0-tY1cOGyQ.png,26.47
DISTRIBUTIONS,#4ACFD3,100,"CROSSES ACCURATE, %",Panama,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/WYjftaA6-6yXdouA1.png,23.810000000000002
DISTRIBUTIONS,#4ACFD3,100,"CROSSES ACCURATE, %",Senegal,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/xORbTVT0-lQcLqf4g.png,16.669999999999998
DISTRIBUTIONS,#4ACFD3,100,"CROSSES ACCURATE, %",Turkey,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/OIr3e18k-Cfuwb3yH.png,23.080000000000002
DISTRIBUTIONS,#4ACFD3,100,"CROSSES ACCURATE, %",United States,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/xfxMId8k-MPdHoKT3.png,22.58
DISTRIBUTIONS,#4ACFD3,100,"CROSSES ACCURATE, %",Uruguay,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/pvtmslhT-WdZ4jMrq.png,28.849999999999998
DISTRIBUTIONS,#4ACFD3,300,FORWARD PASSES,Algeria,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/A9ccQtU0-YFbDUeTh.png,245
DISTRIBUTIONS,#4ACFD3,300,FORWARD PASSES,Belgium,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/AqUnTDAN-dtrVaP64.png,209.33
DISTRIBUTIONS,#4ACFD3,300,FORWARD PASSES,Cabo Verde,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/vRSce5lC-GvK8wiCN.png,174.67
DISTRIBUTIONS,#4ACFD3,300,FORWARD PASSES,Canada,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/0U0WjVkl-EqLGVN18.png,226
DISTRIBUTIONS,#4ACFD3,300,FORWARD PASSES,Colombia,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/Y70aXOTH-C6kVdO5F.png,227.5
DISTRIBUTIONS,#4ACFD3,300,FORWARD PASSES,Ecuador,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/nun1o8jC-IPF97VQ3.png,208.67
DISTRIBUTIONS,#4ACFD3,300,FORWARD PASSES,Egypt,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/SKagcEU0-tY1cOGyQ.png,216
DISTRIBUTIONS,#4ACFD3,300,FORWARD PASSES,Panama,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/WYjftaA6-6yXdouA1.png,199.5
DISTRIBUTIONS,#4ACFD3,300,FORWARD PASSES,Senegal,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/xORbTVT0-lQcLqf4g.png,228
DISTRIBUTIONS,#4ACFD3,300,FORWARD PASSES,Turkey,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/OIr3e18k-Cfuwb3yH.png,254.67
DISTRIBUTIONS,#4ACFD3,300,FORWARD PASSES,United States,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/xfxMId8k-MPdHoKT3.png,223.33
DISTRIBUTIONS,#4ACFD3,300,FORWARD PASSES,Uruguay,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/pvtmslhT-WdZ4jMrq.png,208.33
DISTRIBUTIONS,#4ACFD3,100,"FORWARD PASSES ACCURATE, %",Algeria,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/A9ccQtU0-YFbDUeTh.png,81.84
DISTRIBUTIONS,#4ACFD3,100,"FORWARD PASSES ACCURATE, %",Belgium,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/AqUnTDAN-dtrVaP64.png,78.66
DISTRIBUTIONS,#4ACFD3,100,"FORWARD PASSES ACCURATE, %",Cabo Verde,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/vRSce5lC-GvK8wiCN.png,70.61
DISTRIBUTIONS,#4ACFD3,100,"FORWARD PASSES ACCURATE, %",Canada,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/0U0WjVkl-EqLGVN18.png,75.37
DISTRIBUTIONS,#4ACFD3,100,"FORWARD PASSES ACCURATE, %",Colombia,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/Y70aXOTH-C6kVdO5F.png,74.95
DISTRIBUTIONS,#4ACFD3,100,"FORWARD PASSES ACCURATE, %",Ecuador,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/nun1o8jC-IPF97VQ3.png,78.91
DISTRIBUTIONS,#4ACFD3,100,"FORWARD PASSES ACCURATE, %",Egypt,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/SKagcEU0-tY1cOGyQ.png,76.85
DISTRIBUTIONS,#4ACFD3,100,"FORWARD PASSES ACCURATE, %",Panama,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/WYjftaA6-6yXdouA1.png,70.93
DISTRIBUTIONS,#4ACFD3,100,"FORWARD PASSES ACCURATE, %",Senegal,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/xORbTVT0-lQcLqf4g.png,76.61
DISTRIBUTIONS,#4ACFD3,100,"FORWARD PASSES ACCURATE, %",Turkey,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/OIr3e18k-Cfuwb3yH.png,76.57
DISTRIBUTIONS,#4ACFD3,100,"FORWARD PASSES ACCURATE, %",United States,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/xfxMId8k-MPdHoKT3.png,76.87
DISTRIBUTIONS,#4ACFD3,100,"FORWARD PASSES ACCURATE, %",Uruguay,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/pvtmslhT-WdZ4jMrq.png,75.68
DISTRIBUTIONS,#4ACFD3,100,KEY PASSES,Algeria,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/A9ccQtU0-YFbDUeTh.png,3.5
DISTRIBUTIONS,#4ACFD3,100,KEY PASSES,Belgium,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/AqUnTDAN-dtrVaP64.png,13
DISTRIBUTIONS,#4ACFD3,100,KEY PASSES,Cabo Verde,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/vRSce5lC-GvK8wiCN.png,3
DISTRIBUTIONS,#4ACFD3,100,KEY PASSES,Canada,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/0U0WjVkl-EqLGVN18.png,8
DISTRIBUTIONS,#4ACFD3,100,KEY PASSES,Colombia,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/Y70aXOTH-C6kVdO5F.png,8.5
DISTRIBUTIONS,#4ACFD3,100,KEY PASSES,Ecuador,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/nun1o8jC-IPF97VQ3.png,9.33
DISTRIBUTIONS,#4ACFD3,100,KEY PASSES,Egypt,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/SKagcEU0-tY1cOGyQ.png,6.67
DISTRIBUTIONS,#4ACFD3,100,KEY PASSES,Panama,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/WYjftaA6-6yXdouA1.png,6
DISTRIBUTIONS,#4ACFD3,100,KEY PASSES,Senegal,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/xORbTVT0-lQcLqf4g.png,8.67
DISTRIBUTIONS,#4ACFD3,100,KEY PASSES,Turkey,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/OIr3e18k-Cfuwb3yH.png,9.33
DISTRIBUTIONS,#4ACFD3,100,KEY PASSES,United States,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/xfxMId8k-MPdHoKT3.png,10
DISTRIBUTIONS,#4ACFD3,100,KEY PASSES,Uruguay,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/pvtmslhT-WdZ4jMrq.png,9.33
DISTRIBUTIONS,#4ACFD3,100,"KEY PASSES ACCURATE, %",Algeria,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/A9ccQtU0-YFbDUeTh.png,57.14
DISTRIBUTIONS,#4ACFD3,100,"KEY PASSES ACCURATE, %",Belgium,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/AqUnTDAN-dtrVaP64.png,48.72
DISTRIBUTIONS,#4ACFD3,100,"KEY PASSES ACCURATE, %",Cabo Verde,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/vRSce5lC-GvK8wiCN.png,44.440000000000005
DISTRIBUTIONS,#4ACFD3,100,"KEY PASSES ACCURATE, %",Canada,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/0U0WjVkl-EqLGVN18.png,45.83
DISTRIBUTIONS,#4ACFD3,100,"KEY PASSES ACCURATE, %",Colombia,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/Y70aXOTH-C6kVdO5F.png,35.29
DISTRIBUTIONS,#4ACFD3,100,"KEY PASSES ACCURATE, %",Ecuador,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/nun1o8jC-IPF97VQ3.png,42.86
DISTRIBUTIONS,#4ACFD3,100,"KEY PASSES ACCURATE, %",Egypt,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/SKagcEU0-tY1cOGyQ.png,40
DISTRIBUTIONS,#4ACFD3,100,"KEY PASSES ACCURATE, %",Panama,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/WYjftaA6-6yXdouA1.png,41.67
DISTRIBUTIONS,#4ACFD3,100,"KEY PASSES ACCURATE, %",Senegal,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/xORbTVT0-lQcLqf4g.png,42.309999999999995
DISTRIBUTIONS,#4ACFD3,100,"KEY PASSES ACCURATE, %",Turkey,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/OIr3e18k-Cfuwb3yH.png,57.14
DISTRIBUTIONS,#4ACFD3,100,"KEY PASSES ACCURATE, %",United States,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/xfxMId8k-MPdHoKT3.png,50
DISTRIBUTIONS,#4ACFD3,100,"KEY PASSES ACCURATE, %",Uruguay,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/pvtmslhT-WdZ4jMrq.png,25
DISTRIBUTIONS,#4ACFD3,100,LONG BALLS,Algeria,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/A9ccQtU0-YFbDUeTh.png,18.5
DISTRIBUTIONS,#4ACFD3,100,LONG BALLS,Belgium,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/AqUnTDAN-dtrVaP64.png,25
DISTRIBUTIONS,#4ACFD3,100,LONG BALLS,Cabo Verde,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/vRSce5lC-GvK8wiCN.png,35.33
DISTRIBUTIONS,#4ACFD3,100,LONG BALLS,Canada,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/0U0WjVkl-EqLGVN18.png,20
DISTRIBUTIONS,#4ACFD3,100,LONG BALLS,Colombia,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/Y70aXOTH-C6kVdO5F.png,42.5
DISTRIBUTIONS,#4ACFD3,100,LONG BALLS,Ecuador,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/nun1o8jC-IPF97VQ3.png,24
DISTRIBUTIONS,#4ACFD3,100,LONG BALLS,Egypt,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/SKagcEU0-tY1cOGyQ.png,31
DISTRIBUTIONS,#4ACFD3,100,LONG BALLS,Panama,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/WYjftaA6-6yXdouA1.png,37
DISTRIBUTIONS,#4ACFD3,100,LONG BALLS,Senegal,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/xORbTVT0-lQcLqf4g.png,29.67
DISTRIBUTIONS,#4ACFD3,100,LONG BALLS,Turkey,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/OIr3e18k-Cfuwb3yH.png,26.67
DISTRIBUTIONS,#4ACFD3,100,LONG BALLS,United States,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/xfxMId8k-MPdHoKT3.png,27.67
DISTRIBUTIONS,#4ACFD3,100,LONG BALLS,Uruguay,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/pvtmslhT-WdZ4jMrq.png,27.33
DISTRIBUTIONS,#4ACFD3,100,"LONG BALLS ACCURATE, %",Algeria,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/A9ccQtU0-YFbDUeTh.png,62.16
DISTRIBUTIONS,#4ACFD3,100,"LONG BALLS ACCURATE, %",Belgium,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/AqUnTDAN-dtrVaP64.png,53.33
DISTRIBUTIONS,#4ACFD3,100,"LONG BALLS ACCURATE, %",Cabo Verde,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/vRSce5lC-GvK8wiCN.png,56.60000000000001
DISTRIBUTIONS,#4ACFD3,100,"LONG BALLS ACCURATE, %",Canada,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/0U0WjVkl-EqLGVN18.png,71.67
DISTRIBUTIONS,#4ACFD3,100,"LONG BALLS ACCURATE, %",Colombia,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/Y70aXOTH-C6kVdO5F.png,51.76
DISTRIBUTIONS,#4ACFD3,100,"LONG BALLS ACCURATE, %",Ecuador,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/nun1o8jC-IPF97VQ3.png,55.559999999999995
DISTRIBUTIONS,#4ACFD3,100,"LONG BALLS ACCURATE, %",Egypt,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/SKagcEU0-tY1cOGyQ.png,55.91
DISTRIBUTIONS,#4ACFD3,100,"LONG BALLS ACCURATE, %",Panama,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/WYjftaA6-6yXdouA1.png,52.7
DISTRIBUTIONS,#4ACFD3,100,"LONG BALLS ACCURATE, %",Senegal,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/xORbTVT0-lQcLqf4g.png,68.54
DISTRIBUTIONS,#4ACFD3,100,"LONG BALLS ACCURATE, %",Turkey,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/OIr3e18k-Cfuwb3yH.png,52.5
DISTRIBUTIONS,#4ACFD3,100,"LONG BALLS ACCURATE, %",United States,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/xfxMId8k-MPdHoKT3.png,65.06
DISTRIBUTIONS,#4ACFD3,100,"LONG BALLS ACCURATE, %",Uruguay,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/pvtmslhT-WdZ4jMrq.png,58.540000000000006
DISTRIBUTIONS,#4ACFD3,900,PASSES,Algeria,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/A9ccQtU0-YFbDUeTh.png,661
DISTRIBUTIONS,#4ACFD3,900,PASSES,Belgium,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/AqUnTDAN-dtrVaP64.png,579.33
DISTRIBUTIONS,#4ACFD3,900,PASSES,Cabo Verde,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/vRSce5lC-GvK8wiCN.png,381
DISTRIBUTIONS,#4ACFD3,900,PASSES,Canada,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/0U0WjVkl-EqLGVN18.png,511.33
DISTRIBUTIONS,#4ACFD3,900,PASSES,Colombia,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/Y70aXOTH-C6kVdO5F.png,569.5
DISTRIBUTIONS,#4ACFD3,900,PASSES,Ecuador,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/nun1o8jC-IPF97VQ3.png,555
DISTRIBUTIONS,#4ACFD3,900,PASSES,Egypt,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/SKagcEU0-tY1cOGyQ.png,529
DISTRIBUTIONS,#4ACFD3,900,PASSES,Panama,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/WYjftaA6-6yXdouA1.png,504
DISTRIBUTIONS,#4ACFD3,900,PASSES,Senegal,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/xORbTVT0-lQcLqf4g.png,561.33
DISTRIBUTIONS,#4ACFD3,900,PASSES,Turkey,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/OIr3e18k-Cfuwb3yH.png,661
DISTRIBUTIONS,#4ACFD3,900,PASSES,United States,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/xfxMId8k-MPdHoKT3.png,585
DISTRIBUTIONS,#4ACFD3,900,PASSES,Uruguay,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/pvtmslhT-WdZ4jMrq.png,535.67
DISTRIBUTIONS,#4ACFD3,100,"PASSES ACCURATE, %",Algeria,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/A9ccQtU0-YFbDUeTh.png,90.32
DISTRIBUTIONS,#4ACFD3,100,"PASSES ACCURATE, %",Belgium,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/AqUnTDAN-dtrVaP64.png,86.94
DISTRIBUTIONS,#4ACFD3,100,"PASSES ACCURATE, %",Cabo Verde,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/vRSce5lC-GvK8wiCN.png,81.01
DISTRIBUTIONS,#4ACFD3,100,"PASSES ACCURATE, %",Canada,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/0U0WjVkl-EqLGVN18.png,82.4
DISTRIBUTIONS,#4ACFD3,100,"PASSES ACCURATE, %",Colombia,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/Y70aXOTH-C6kVdO5F.png,86.48
DISTRIBUTIONS,#4ACFD3,100,"PASSES ACCURATE, %",Ecuador,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/nun1o8jC-IPF97VQ3.png,88.17
DISTRIBUTIONS,#4ACFD3,100,"PASSES ACCURATE, %",Egypt,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/SKagcEU0-tY1cOGyQ.png,86.39
DISTRIBUTIONS,#4ACFD3,100,"PASSES ACCURATE, %",Panama,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/WYjftaA6-6yXdouA1.png,83.43
DISTRIBUTIONS,#4ACFD3,100,"PASSES ACCURATE, %",Senegal,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/xORbTVT0-lQcLqf4g.png,86.1
DISTRIBUTIONS,#4ACFD3,100,"PASSES ACCURATE, %",Turkey,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/OIr3e18k-Cfuwb3yH.png,85.43
DISTRIBUTIONS,#4ACFD3,100,"PASSES ACCURATE, %",United States,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/xfxMId8k-MPdHoKT3.png,85.98
DISTRIBUTIONS,#4ACFD3,100,"PASSES ACCURATE, %",Uruguay,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/pvtmslhT-WdZ4jMrq.png,85.25
DISTRIBUTIONS,#4ACFD3,100,PASSES INTO  PENALTY BOX,Algeria,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/A9ccQtU0-YFbDUeTh.png,24.5
DISTRIBUTIONS,#4ACFD3,100,PASSES INTO  PENALTY BOX,Belgium,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/AqUnTDAN-dtrVaP64.png,43
DISTRIBUTIONS,#4ACFD3,100,PASSES INTO  PENALTY BOX,Cabo Verde,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/vRSce5lC-GvK8wiCN.png,15.33
DISTRIBUTIONS,#4ACFD3,100,PASSES INTO  PENALTY BOX,Canada,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/0U0WjVkl-EqLGVN18.png,56.33
DISTRIBUTIONS,#4ACFD3,100,PASSES INTO  PENALTY BOX,Colombia,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/Y70aXOTH-C6kVdO5F.png,31.5
DISTRIBUTIONS,#4ACFD3,100,PASSES INTO  PENALTY BOX,Ecuador,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/nun1o8jC-IPF97VQ3.png,30.67
DISTRIBUTIONS,#4ACFD3,100,PASSES INTO  PENALTY BOX,Egypt,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/SKagcEU0-tY1cOGyQ.png,28.67
DISTRIBUTIONS,#4ACFD3,100,PASSES INTO  PENALTY BOX,Panama,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/WYjftaA6-6yXdouA1.png,29.5
DISTRIBUTIONS,#4ACFD3,100,PASSES INTO  PENALTY BOX,Senegal,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/xORbTVT0-lQcLqf4g.png,31.67
DISTRIBUTIONS,#4ACFD3,100,PASSES INTO  PENALTY BOX,Turkey,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/OIr3e18k-Cfuwb3yH.png,44.33
DISTRIBUTIONS,#4ACFD3,100,PASSES INTO  PENALTY BOX,United States,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/xfxMId8k-MPdHoKT3.png,30
DISTRIBUTIONS,#4ACFD3,100,PASSES INTO  PENALTY BOX,Uruguay,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/pvtmslhT-WdZ4jMrq.png,41.33
DISTRIBUTIONS,#4ACFD3,100,"PASSES INTO PENALTY BOX ACCURATE, %",Algeria,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/A9ccQtU0-YFbDUeTh.png,53.06000000000001
DISTRIBUTIONS,#4ACFD3,100,"PASSES INTO PENALTY BOX ACCURATE, %",Belgium,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/AqUnTDAN-dtrVaP64.png,55.04
DISTRIBUTIONS,#4ACFD3,100,"PASSES INTO PENALTY BOX ACCURATE, %",Cabo Verde,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/vRSce5lC-GvK8wiCN.png,41.3
DISTRIBUTIONS,#4ACFD3,100,"PASSES INTO PENALTY BOX ACCURATE, %",Canada,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/0U0WjVkl-EqLGVN18.png,55.620000000000005
DISTRIBUTIONS,#4ACFD3,100,"PASSES INTO PENALTY BOX ACCURATE, %",Colombia,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/Y70aXOTH-C6kVdO5F.png,42.86
DISTRIBUTIONS,#4ACFD3,100,"PASSES INTO PENALTY BOX ACCURATE, %",Ecuador,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/nun1o8jC-IPF97VQ3.png,50
DISTRIBUTIONS,#4ACFD3,100,"PASSES INTO PENALTY BOX ACCURATE, %",Egypt,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/SKagcEU0-tY1cOGyQ.png,44.190000000000005
DISTRIBUTIONS,#4ACFD3,100,"PASSES INTO PENALTY BOX ACCURATE, %",Panama,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/WYjftaA6-6yXdouA1.png,40.68
DISTRIBUTIONS,#4ACFD3,100,"PASSES INTO PENALTY BOX ACCURATE, %",Senegal,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/xORbTVT0-lQcLqf4g.png,48.42
DISTRIBUTIONS,#4ACFD3,100,"PASSES INTO PENALTY BOX ACCURATE, %",Turkey,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/OIr3e18k-Cfuwb3yH.png,49.62
DISTRIBUTIONS,#4ACFD3,100,"PASSES INTO PENALTY BOX ACCURATE, %",United States,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/xfxMId8k-MPdHoKT3.png,60
DISTRIBUTIONS,#4ACFD3,100,"PASSES INTO PENALTY BOX ACCURATE, %",Uruguay,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/pvtmslhT-WdZ4jMrq.png,51.61
DISTRIBUTIONS,#4ACFD3,150,PROGRESSIVE PASSES,Algeria,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/A9ccQtU0-YFbDUeTh.png,96
DISTRIBUTIONS,#4ACFD3,150,PROGRESSIVE PASSES,Belgium,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/AqUnTDAN-dtrVaP64.png,109
DISTRIBUTIONS,#4ACFD3,150,PROGRESSIVE PASSES,Cabo Verde,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/vRSce5lC-GvK8wiCN.png,67.67
DISTRIBUTIONS,#4ACFD3,150,PROGRESSIVE PASSES,Canada,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/0U0WjVkl-EqLGVN18.png,109.67
DISTRIBUTIONS,#4ACFD3,150,PROGRESSIVE PASSES,Colombia,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/Y70aXOTH-C6kVdO5F.png,102.5
DISTRIBUTIONS,#4ACFD3,150,PROGRESSIVE PASSES,Ecuador,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/nun1o8jC-IPF97VQ3.png,101.33
DISTRIBUTIONS,#4ACFD3,150,PROGRESSIVE PASSES,Egypt,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/SKagcEU0-tY1cOGyQ.png,99.67
DISTRIBUTIONS,#4ACFD3,150,PROGRESSIVE PASSES,Panama,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/WYjftaA6-6yXdouA1.png,100
DISTRIBUTIONS,#4ACFD3,150,PROGRESSIVE PASSES,Senegal,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/xORbTVT0-lQcLqf4g.png,104
DISTRIBUTIONS,#4ACFD3,150,PROGRESSIVE PASSES,Turkey,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/OIr3e18k-Cfuwb3yH.png,122
