CATEGORIES,COLOR,Sum of MAX,METRIC,TEAM,TOURNAMENT,URL LOGO,Sum of VALUE
ATTACK,#00CF00,100,"SHOTS ON TARGET, %",Turkey,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/OIr3e18k-Cfuwb3yH.png,27.139999999999997
ATTACK,#00CF00,100,"SHOTS ON TARGET, %",United States,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/xfxMId8k-MPdHoKT3.png,42.86
ATTACK,#00CF00,100,"SHOTS ON TARGET, %",Uruguay,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/pvtmslhT-WdZ4jMrq.png,39.58
BEHAVIOUR,#00CFD3,100,INDIVIDUAL BALL LOSSES,Algeria,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/A9ccQtU0-YFbDUeTh.png,28
BEHAVIOUR,#00CFD3,100,INDIVIDUAL BALL LOSSES,Belgium,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/AqUnTDAN-dtrVaP64.png,18
BEHAVIOUR,#00CFD3,100,INDIVIDUAL BALL LOSSES,Cabo Verde,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/vRSce5lC-GvK8wiCN.png,28
BEHAVIOUR,#00CFD3,100,INDIVIDUAL BALL LOSSES,Canada,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/0U0WjVkl-EqLGVN18.png,25.67
BEHAVIOUR,#00CFD3,100,INDIVIDUAL BALL LOSSES,Colombia,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/Y70aXOTH-C6kVdO5F.png,22
BEHAVIOUR,#00CFD3,100,INDIVIDUAL BALL LOSSES,Ecuador,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/nun1o8jC-IPF97VQ3.png,30.67
BEHAVIOUR,#00CFD3,100,INDIVIDUAL BALL LOSSES,Egypt,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/SKagcEU0-tY1cOGyQ.png,24.33
BEHAVIOUR,#00CFD3,100,INDIVIDUAL BALL LOSSES,Panama,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/WYjftaA6-6yXdouA1.png,27
BEHAVIOUR,#00CFD3,100,INDIVIDUAL BALL LOSSES,Senegal,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/xORbTVT0-lQcLqf4g.png,26.67
BEHAVIOUR,#00CFD3,100,INDIVIDUAL BALL LOSSES,Turkey,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/OIr3e18k-Cfuwb3yH.png,21
BEHAVIOUR,#00CFD3,100,INDIVIDUAL BALL LOSSES,United States,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/xfxMId8k-MPdHoKT3.png,30.33
BEHAVIOUR,#00CFD3,100,INDIVIDUAL BALL LOSSES,Uruguay,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/pvtmslhT-WdZ4jMrq.png,29.67
BEHAVIOUR,#00CFD3,100,LOST BALLS,Algeria,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/A9ccQtU0-YFbDUeTh.png,58.5
BEHAVIOUR,#00CFD3,100,LOST BALLS,Belgium,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/AqUnTDAN-dtrVaP64.png,49
BEHAVIOUR,#00CFD3,100,LOST BALLS,Cabo Verde,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/vRSce5lC-GvK8wiCN.png,64
BEHAVIOUR,#00CFD3,100,LOST BALLS,Canada,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/0U0WjVkl-EqLGVN18.png,57.33
BEHAVIOUR,#00CFD3,100,LOST BALLS,Colombia,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/Y70aXOTH-C6kVdO5F.png,60
BEHAVIOUR,#00CFD3,100,LOST BALLS,Ecuador,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/nun1o8jC-IPF97VQ3.png,62.33
BEHAVIOUR,#00CFD3,100,LOST BALLS,Egypt,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/SKagcEU0-tY1cOGyQ.png,60
BEHAVIOUR,#00CFD3,100,LOST BALLS,Panama,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/WYjftaA6-6yXdouA1.png,60
BEHAVIOUR,#00CFD3,100,LOST BALLS,Senegal,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/xORbTVT0-lQcLqf4g.png,58.33
BEHAVIOUR,#00CFD3,100,LOST BALLS,Turkey,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/OIr3e18k-Cfuwb3yH.png,59
BEHAVIOUR,#00CFD3,100,LOST BALLS,United States,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/xfxMId8k-MPdHoKT3.png,61
BEHAVIOUR,#00CFD3,100,LOST BALLS,Uruguay,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/pvtmslhT-WdZ4jMrq.png,62.67
BEHAVIOUR,#00CFD3,100,LOST BALLS AFTER PASSES,Algeria,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/A9ccQtU0-YFbDUeTh.png,30.5
BEHAVIOUR,#00CFD3,100,LOST BALLS AFTER PASSES,Belgium,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/AqUnTDAN-dtrVaP64.png,31
BEHAVIOUR,#00CFD3,100,LOST BALLS AFTER PASSES,Cabo Verde,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/vRSce5lC-GvK8wiCN.png,36
BEHAVIOUR,#00CFD3,100,LOST BALLS AFTER PASSES,Canada,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/0U0WjVkl-EqLGVN18.png,31.67
BEHAVIOUR,#00CFD3,100,LOST BALLS AFTER PASSES,Colombia,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/Y70aXOTH-C6kVdO5F.png,38
BEHAVIOUR,#00CFD3,100,LOST BALLS AFTER PASSES,Ecuador,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/nun1o8jC-IPF97VQ3.png,31.67
BEHAVIOUR,#00CFD3,100,LOST BALLS AFTER PASSES,Egypt,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/SKagcEU0-tY1cOGyQ.png,35.67
BEHAVIOUR,#00CFD3,100,LOST BALLS AFTER PASSES,Panama,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/WYjftaA6-6yXdouA1.png,33
BEHAVIOUR,#00CFD3,100,LOST BALLS AFTER PASSES,Senegal,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/xORbTVT0-lQcLqf4g.png,31.67
BEHAVIOUR,#00CFD3,100,LOST BALLS AFTER PASSES,Turkey,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/OIr3e18k-Cfuwb3yH.png,38
BEHAVIOUR,#00CFD3,100,LOST BALLS AFTER PASSES,United States,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/xfxMId8k-MPdHoKT3.png,30.67
BEHAVIOUR,#00CFD3,100,LOST BALLS AFTER PASSES,Uruguay,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/pvtmslhT-WdZ4jMrq.png,33
BEHAVIOUR,#00CFD3,100,LOST BALLS IN OWN HALF,Algeria,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/A9ccQtU0-YFbDUeTh.png,8
BEHAVIOUR,#00CFD3,100,LOST BALLS IN OWN HALF,Belgium,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/AqUnTDAN-dtrVaP64.png,7.67
BEHAVIOUR,#00CFD3,100,LOST BALLS IN OWN HALF,Cabo Verde,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/vRSce5lC-GvK8wiCN.png,26
BEHAVIOUR,#00CFD3,100,LOST BALLS IN OWN HALF,Canada,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/0U0WjVkl-EqLGVN18.png,8.33
BEHAVIOUR,#00CFD3,100,LOST BALLS IN OWN HALF,Colombia,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/Y70aXOTH-C6kVdO5F.png,7
BEHAVIOUR,#00CFD3,100,LOST BALLS IN OWN HALF,Ecuador,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/nun1o8jC-IPF97VQ3.png,11
BEHAVIOUR,#00CFD3,100,LOST BALLS IN OWN HALF,Egypt,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/SKagcEU0-tY1cOGyQ.png,13.33
BEHAVIOUR,#00CFD3,100,LOST BALLS IN OWN HALF,Panama,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/WYjftaA6-6yXdouA1.png,10.5
BEHAVIOUR,#00CFD3,100,LOST BALLS IN OWN HALF,Senegal,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/xORbTVT0-lQcLqf4g.png,9.67
BEHAVIOUR,#00CFD3,100,LOST BALLS IN OWN HALF,Turkey,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/OIr3e18k-Cfuwb3yH.png,9
BEHAVIOUR,#00CFD3,100,LOST BALLS IN OWN HALF,United States,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/xfxMId8k-MPdHoKT3.png,15.33
BEHAVIOUR,#00CFD3,100,LOST BALLS IN OWN HALF,Uruguay,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/pvtmslhT-WdZ4jMrq.png,8.33
DEFENDING,#00CFD3,100,BALL RECOVERIES,Algeria,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/A9ccQtU0-YFbDUeTh.png,41.5
DEFENDING,#00CFD3,100,BALL RECOVERIES,Belgium,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/AqUnTDAN-dtrVaP64.png,44.67
DEFENDING,#00CFD3,100,BALL RECOVERIES,Cabo Verde,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/vRSce5lC-GvK8wiCN.png,54.67
DEFENDING,#00CFD3,100,BALL RECOVERIES,Canada,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/0U0WjVkl-EqLGVN18.png,42.33
DEFENDING,#00CFD3,100,BALL RECOVERIES,Colombia,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/Y70aXOTH-C6kVdO5F.png,44
DEFENDING,#00CFD3,100,BALL RECOVERIES,Ecuador,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/nun1o8jC-IPF97VQ3.png,50.67
DEFENDING,#00CFD3,100,BALL RECOVERIES,Egypt,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/SKagcEU0-tY1cOGyQ.png,46.33
DEFENDING,#00CFD3,100,BALL RECOVERIES,Panama,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/WYjftaA6-6yXdouA1.png,49.5
DEFENDING,#00CFD3,100,BALL RECOVERIES,Senegal,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/xORbTVT0-lQcLqf4g.png,46.33
DEFENDING,#00CFD3,100,BALL RECOVERIES,Turkey,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/OIr3e18k-Cfuwb3yH.png,44
DEFENDING,#00CFD3,100,BALL RECOVERIES,United States,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/xfxMId8k-MPdHoKT3.png,45
DEFENDING,#00CFD3,100,BALL RECOVERIES,Uruguay,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/pvtmslhT-WdZ4jMrq.png,49.33
DEFENDING,#00CFD3,100,HIGH PRESSING,Algeria,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/A9ccQtU0-YFbDUeTh.png,12.5
DEFENDING,#00CFD3,100,HIGH PRESSING,Belgium,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/AqUnTDAN-dtrVaP64.png,8.33
DEFENDING,#00CFD3,100,HIGH PRESSING,Cabo Verde,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/vRSce5lC-GvK8wiCN.png,5.67
DEFENDING,#00CFD3,100,HIGH PRESSING,Canada,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/0U0WjVkl-EqLGVN18.png,8.67
DEFENDING,#00CFD3,100,HIGH PRESSING,Colombia,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/Y70aXOTH-C6kVdO5F.png,8
DEFENDING,#00CFD3,100,HIGH PRESSING,Ecuador,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/nun1o8jC-IPF97VQ3.png,9
DEFENDING,#00CFD3,100,HIGH PRESSING,Egypt,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/SKagcEU0-tY1cOGyQ.png,6.67
DEFENDING,#00CFD3,100,HIGH PRESSING,Panama,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/WYjftaA6-6yXdouA1.png,7
DEFENDING,#00CFD3,100,HIGH PRESSING,Senegal,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/xORbTVT0-lQcLqf4g.png,10
DEFENDING,#00CFD3,100,HIGH PRESSING,Turkey,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/OIr3e18k-Cfuwb3yH.png,7
DEFENDING,#00CFD3,100,HIGH PRESSING,United States,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/xfxMId8k-MPdHoKT3.png,10
DEFENDING,#00CFD3,100,HIGH PRESSING,Uruguay,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/pvtmslhT-WdZ4jMrq.png,13
DEFENDING,#00CFD3,100,"HIGH PRESSING SUCCESSFUL, %",Algeria,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/A9ccQtU0-YFbDUeTh.png,60
DEFENDING,#00CFD3,100,"HIGH PRESSING SUCCESSFUL, %",Belgium,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/AqUnTDAN-dtrVaP64.png,60
DEFENDING,#00CFD3,100,"HIGH PRESSING SUCCESSFUL, %",Cabo Verde,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/vRSce5lC-GvK8wiCN.png,47.06
DEFENDING,#00CFD3,100,"HIGH PRESSING SUCCESSFUL, %",Canada,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/0U0WjVkl-EqLGVN18.png,65.38
DEFENDING,#00CFD3,100,"HIGH PRESSING SUCCESSFUL, %",Colombia,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/Y70aXOTH-C6kVdO5F.png,56.25
DEFENDING,#00CFD3,100,"HIGH PRESSING SUCCESSFUL, %",Ecuador,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/nun1o8jC-IPF97VQ3.png,40.739999999999995
DEFENDING,#00CFD3,100,"HIGH PRESSING SUCCESSFUL, %",Egypt,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/SKagcEU0-tY1cOGyQ.png,45
DEFENDING,#00CFD3,100,"HIGH PRESSING SUCCESSFUL, %",Panama,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/WYjftaA6-6yXdouA1.png,28.57
DEFENDING,#00CFD3,100,"HIGH PRESSING SUCCESSFUL, %",Senegal,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/xORbTVT0-lQcLqf4g.png,50
DEFENDING,#00CFD3,100,"HIGH PRESSING SUCCESSFUL, %",Turkey,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/OIr3e18k-Cfuwb3yH.png,57.14
DEFENDING,#00CFD3,100,"HIGH PRESSING SUCCESSFUL, %",United States,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/xfxMId8k-MPdHoKT3.png,53.33
DEFENDING,#00CFD3,100,"HIGH PRESSING SUCCESSFUL, %",Uruguay,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/pvtmslhT-WdZ4jMrq.png,56.41
DEFENDING,#00CFD3,100,OPP HALF RECOVERIES LESS 10 SECOND  AFTER LOSSES,Algeria,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/A9ccQtU0-YFbDUeTh.png,3
DEFENDING,#00CFD3,100,OPP HALF RECOVERIES LESS 10 SECOND  AFTER LOSSES,Belgium,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/AqUnTDAN-dtrVaP64.png,3.33
DEFENDING,#00CFD3,100,OPP HALF RECOVERIES LESS 10 SECOND  AFTER LOSSES,Cabo Verde,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/vRSce5lC-GvK8wiCN.png,1.33
DEFENDING,#00CFD3,100,OPP HALF RECOVERIES LESS 10 SECOND  AFTER LOSSES,Canada,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/0U0WjVkl-EqLGVN18.png,3
DEFENDING,#00CFD3,100,OPP HALF RECOVERIES LESS 10 SECOND  AFTER LOSSES,Colombia,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/Y70aXOTH-C6kVdO5F.png,2
DEFENDING,#00CFD3,100,OPP HALF RECOVERIES LESS 10 SECOND  AFTER LOSSES,Ecuador,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/nun1o8jC-IPF97VQ3.png,4.33
DEFENDING,#00CFD3,100,OPP HALF RECOVERIES LESS 10 SECOND  AFTER LOSSES,Egypt,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/SKagcEU0-tY1cOGyQ.png,3.67
DEFENDING,#00CFD3,100,OPP HALF RECOVERIES LESS 10 SECOND  AFTER LOSSES,Panama,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/WYjftaA6-6yXdouA1.png,2
DEFENDING,#00CFD3,100,OPP HALF RECOVERIES LESS 10 SECOND  AFTER LOSSES,Senegal,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/xORbTVT0-lQcLqf4g.png,4.33
DEFENDING,#00CFD3,100,OPP HALF RECOVERIES LESS 10 SECOND  AFTER LOSSES,Turkey,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/OIr3e18k-Cfuwb3yH.png,3.67
DEFENDING,#00CFD3,100,OPP HALF RECOVERIES LESS 10 SECOND  AFTER LOSSES,United States,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/xfxMId8k-MPdHoKT3.png,1
DEFENDING,#00CFD3,100,OPP HALF RECOVERIES LESS 10 SECOND  AFTER LOSSES,Uruguay,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/pvtmslhT-WdZ4jMrq.png,6.67
DEFENDING,#00CFD3,100,RECOVERIES IN OPPONENT'S HALF,Algeria,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/A9ccQtU0-YFbDUeTh.png,13
DEFENDING,#00CFD3,100,RECOVERIES IN OPPONENT'S HALF,Belgium,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/AqUnTDAN-dtrVaP64.png,8.67
DEFENDING,#00CFD3,100,RECOVERIES IN OPPONENT'S HALF,Cabo Verde,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/vRSce5lC-GvK8wiCN.png,7
DEFENDING,#00CFD3,100,RECOVERIES IN OPPONENT'S HALF,Canada,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/0U0WjVkl-EqLGVN18.png,9
DEFENDING,#00CFD3,100,RECOVERIES IN OPPONENT'S HALF,Colombia,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/Y70aXOTH-C6kVdO5F.png,8
DEFENDING,#00CFD3,100,RECOVERIES IN OPPONENT'S HALF,Ecuador,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/nun1o8jC-IPF97VQ3.png,12.33
DEFENDING,#00CFD3,100,RECOVERIES IN OPPONENT'S HALF,Egypt,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/SKagcEU0-tY1cOGyQ.png,8.33
DEFENDING,#00CFD3,100,RECOVERIES IN OPPONENT'S HALF,Panama,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/WYjftaA6-6yXdouA1.png,9.5
DEFENDING,#00CFD3,100,RECOVERIES IN OPPONENT'S HALF,Senegal,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/xORbTVT0-lQcLqf4g.png,14
DEFENDING,#00CFD3,100,RECOVERIES IN OPPONENT'S HALF,Turkey,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/OIr3e18k-Cfuwb3yH.png,9.33
DEFENDING,#00CFD3,100,RECOVERIES IN OPPONENT'S HALF,United States,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/xfxMId8k-MPdHoKT3.png,13
DEFENDING,#00CFD3,100,RECOVERIES IN OPPONENT'S HALF,Uruguay,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/pvtmslhT-WdZ4jMrq.png,16.67
DEFENDING,#00CFD3,100,RECOVERIES LESS 10 SECOND  AFTER LOSSES,Algeria,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/A9ccQtU0-YFbDUeTh.png,7.5
DEFENDING,#00CFD3,100,RECOVERIES LESS 10 SECOND  AFTER LOSSES,Belgium,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/AqUnTDAN-dtrVaP64.png,5.67
DEFENDING,#00CFD3,100,RECOVERIES LESS 10 SECOND  AFTER LOSSES,Cabo Verde,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/vRSce5lC-GvK8wiCN.png,10.67
DEFENDING,#00CFD3,100,RECOVERIES LESS 10 SECOND  AFTER LOSSES,Canada,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/0U0WjVkl-EqLGVN18.png,7
DEFENDING,#00CFD3,100,RECOVERIES LESS 10 SECOND  AFTER LOSSES,Colombia,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/Y70aXOTH-C6kVdO5F.png,8
DEFENDING,#00CFD3,100,RECOVERIES LESS 10 SECOND  AFTER LOSSES,Ecuador,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/nun1o8jC-IPF97VQ3.png,9
DEFENDING,#00CFD3,100,RECOVERIES LESS 10 SECOND  AFTER LOSSES,Egypt,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/SKagcEU0-tY1cOGyQ.png,11
DEFENDING,#00CFD3,100,RECOVERIES LESS 10 SECOND  AFTER LOSSES,Panama,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/WYjftaA6-6yXdouA1.png,7.5
DEFENDING,#00CFD3,100,RECOVERIES LESS 10 SECOND  AFTER LOSSES,Senegal,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/xORbTVT0-lQcLqf4g.png,7.33
DEFENDING,#00CFD3,100,RECOVERIES LESS 10 SECOND  AFTER LOSSES,Turkey,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/OIr3e18k-Cfuwb3yH.png,7
DEFENDING,#00CFD3,100,RECOVERIES LESS 10 SECOND  AFTER LOSSES,United States,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/xfxMId8k-MPdHoKT3.png,4.67
DEFENDING,#00CFD3,100,RECOVERIES LESS 10 SECOND  AFTER LOSSES,Uruguay,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/pvtmslhT-WdZ4jMrq.png,12
DEFENDING,#00CFD3,100,TEAM PRESSING,Algeria,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/A9ccQtU0-YFbDUeTh.png,19
DEFENDING,#00CFD3,100,TEAM PRESSING,Belgium,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/AqUnTDAN-dtrVaP64.png,15
DEFENDING,#00CFD3,100,TEAM PRESSING,Cabo Verde,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/vRSce5lC-GvK8wiCN.png,11.33
DEFENDING,#00CFD3,100,TEAM PRESSING,Canada,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/0U0WjVkl-EqLGVN18.png,18.67
DEFENDING,#00CFD3,100,TEAM PRESSING,Colombia,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/Y70aXOTH-C6kVdO5F.png,14.5
DEFENDING,#00CFD3,100,TEAM PRESSING,Ecuador,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/nun1o8jC-IPF97VQ3.png,17
DEFENDING,#00CFD3,100,TEAM PRESSING,Egypt,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/SKagcEU0-tY1cOGyQ.png,15.67
DEFENDING,#00CFD3,100,TEAM PRESSING,Panama,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/WYjftaA6-6yXdouA1.png,16.5
DEFENDING,#00CFD3,100,TEAM PRESSING,Senegal,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/xORbTVT0-lQcLqf4g.png,21
DEFENDING,#00CFD3,100,TEAM PRESSING,Turkey,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/OIr3e18k-Cfuwb3yH.png,12.33
DEFENDING,#00CFD3,100,TEAM PRESSING,United States,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/xfxMId8k-MPdHoKT3.png,21.33
DEFENDING,#00CFD3,100,TEAM PRESSING,Uruguay,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/pvtmslhT-WdZ4jMrq.png,23.33
DEFENDING,#00CFD3,100,"TEAM PRESSING SUCCESSFUL, %",Algeria,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/A9ccQtU0-YFbDUeTh.png,60.53000000000001
DEFENDING,#00CFD3,100,"TEAM PRESSING SUCCESSFUL, %",Belgium,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/AqUnTDAN-dtrVaP64.png,48.89
DEFENDING,#00CFD3,100,"TEAM PRESSING SUCCESSFUL, %",Cabo Verde,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/vRSce5lC-GvK8wiCN.png,41.18
DEFENDING,#00CFD3,100,"TEAM PRESSING SUCCESSFUL, %",Canada,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/0U0WjVkl-EqLGVN18.png,53.57000000000001
DEFENDING,#00CFD3,100,"TEAM PRESSING SUCCESSFUL, %",Colombia,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/Y70aXOTH-C6kVdO5F.png,62.07
DEFENDING,#00CFD3,100,"TEAM PRESSING SUCCESSFUL, %",Ecuador,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/nun1o8jC-IPF97VQ3.png,43.14
DEFENDING,#00CFD3,100,"TEAM PRESSING SUCCESSFUL, %",Egypt,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/SKagcEU0-tY1cOGyQ.png,38.3
DEFENDING,#00CFD3,100,"TEAM PRESSING SUCCESSFUL, %",Panama,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/WYjftaA6-6yXdouA1.png,42.42
DEFENDING,#00CFD3,100,"TEAM PRESSING SUCCESSFUL, %",Senegal,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/xORbTVT0-lQcLqf4g.png,49.21
DEFENDING,#00CFD3,100,"TEAM PRESSING SUCCESSFUL, %",Turkey,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/OIr3e18k-Cfuwb3yH.png,54.05
DEFENDING,#00CFD3,100,"TEAM PRESSING SUCCESSFUL, %",United States,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/xfxMId8k-MPdHoKT3.png,45.31000000000001
DEFENDING,#00CFD3,100,"TEAM PRESSING SUCCESSFUL, %",Uruguay,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/pvtmslhT-WdZ4jMrq.png,48.57
DISTRIBUTIONS,#4ACFD3,100,CROSSES,Algeria,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/A9ccQtU0-YFbDUeTh.png,7.5
DISTRIBUTIONS,#4ACFD3,100,CROSSES,Belgium,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/AqUnTDAN-dtrVaP64.png,16.33
DISTRIBUTIONS,#4ACFD3,100,CROSSES,Cabo Verde,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/vRSce5lC-GvK8wiCN.png,5.67
DISTRIBUTIONS,#4ACFD3,100,CROSSES,Canada,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/0U0WjVkl-EqLGVN18.png,23
DISTRIBUTIONS,#4ACFD3,100,CROSSES,Colombia,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/Y70aXOTH-C6kVdO5F.png,7.5
